lemma	tag	token	macron	source
ἄβατον	a-s---na-	ἄβατος	^3	
ἄβατον	a-s---fa-	ἄβατος	^3	
ἄβατος	a-s---mn-	ἄβατος	^3	
ἀγαθὸς	a-s---mn-	ἀγαθός	^1^3	
ἀγαθός	a-s---mn-	ἀγαθός	^1^3	
ἄγαλμα	n-s---nv-	ἄγαλμα	^1^3^6	
ἄγαλμα	n-s---nn-	ἄγαλμα	^1^3^6	
ἄγαλμα	n-s---na-	ἄγαλμα	^1^3^6	
ἄγαμαι	v1spie---	ἄγαμαι	^3	
ἄγκαθεν	d--------	ἄγκαθεν	^4	
ἀγκάλη	n-s---fd-	ἀγκάλη	^4	
ἄγκυρα	n-s---fn-	ἄγκυρα	_4	
ἀγοραῖος	a-s---mn-	ἀγοραῖος	^1	
ἀγορεύω	v1spia---	ἀγορεύω	^1	
ἄγρα	n-s---fn-	ἄγρα	^1_4	
ἄγυρις	n-s---fn-	ἄγυρις	^1^3	
ἀγύρτης	n-s---mn-	ἀγύρτης	^3	
ἀγύρτρια	a-s---fn-	ἀγύρτριος	^3	
ἄγχι	r--------	ἄγχι	^4	
ἀγύρτης	a-s---fn-	ἀγύρτης	^3	
ἄγω	v1spsa---	ἄγω	^1	
ἄγω	v1spia---	ἄγω	^1	
ἀγών	n-s---mn-	ἀγών	^1	
ἀγών	v-sppamn-	ἀγών	^1	
ἀδαής	a-s---mn-	ἀδαής	^3	
ἀδάκρυτος	a-s---fn-	ἀδάκρυτος	_6	
ἄδακρυς	a-s---mn-	ἄδακρυς	^6	
ἀδάματος	a-s---mn-	ἀδάματος	^5	
ἀδάματος	a-s---fn-	ἀδάματος	^5	
ἀδελφός	n-s---mn-	ἀδελφός	^1	
ἄδικος	a-s---fn-	ἄδικος	^3	
ἄδικος	a-s---mn-	ἄδικος	^3	
ἁδύπολις	a-s---mn-	ἁδύπολις	^3	
ἀδύνατος	a-s---fn-	ἀδύνατος	^1^3^5	
ἄζυγος	n-s---fg-	ἄζυξ	^3	
ἀθυμία	n-s---fn-	ἀθυμία	_3	
ἀθυρόστομος	a-s---fn-	ἀθυρόστομος	^3	
ἀθυρόγλωσσος	a-s---mn-	ἀθυρόγλωσσος	^3	
ἄθυμος	a-s---mn-	ἄθυμος	_3	
Αἴας	n-s---mn-	Αἴας	_3	
Αἴας	n-s---mn-	αἴας	_3	
Αἴας	n-s---mv-	αἴας	_3	
Αἴας	n-s---mv-	Αἴας	_3	
Αἴγινα	n-s---fn-	αἴγινα	_4	
αἰνόγαμος	a-s---fn-	αἰνόγαμος	^6	
αἰσχύνη	n-s---fn-	αἰσχύνη	_5	
αἰχμάλωτος	a-s---fn-	αἰχμάλωτος	^5	
αἰχμάλωτος	a-s---mn-	αἰχμάλωτος	^5	
ἀκήρατος	a-s---mn-	ἀκήρατος	^5	
ἀκόλαστος	a-s---mn-	ἀκόλαστος	^5	
ἄκος	n-s---nn-	ἄκος	^1	
ἄκος	n-s---na-	ἄκος	^1	
ἄκρατος	a-s---mn-	ἄκρατος	_4	
ἀκρατής	a-s---fg-	ἀκρατής	^1^4	
ἀκριτόφυρτος	a-s---fn-	ἀκριτόφυρτος	^4	
ἄκριτος	a-s---mn-	ἄκριτος	^4	
ἀκροθίνιον	a-s---na-	ἀκροθίνιος	_6	
ἀκύμων	a-s---mn-	ἀκύμων	_3	
ἀκύμων	a-p---mg-	ἀκύμων	_3	
ἀλάστορος	n-s---mg-	ἀλάστωρ	^3	
ἀλάστωρ	n-s---mn-	ἀλάστωρ	^1^3	
ἀλέκτωρ	n-s---mn-	ἀλέκτωρ	^1	
ἅλιος	d--------	ἅλιος	_1^3	
ἅλις	d--------	ἅλις	^3	
ἄλκαρ	n-s---mn-	ἄλκαρ	^4	
ἄλκαρ	n-s---nn-	ἄλκαρ	^4	
ἄλκιμος	a-s---mn-	ἄλκιμος	^4	
ἄλυπος	a-s---mn-	ἄλυπος	_3	
ἄλυρος	a-s---mn-	ἄλυρος	^3	
ἁλώσιμος	a-s---fn-	ἁλώσιμος	^5	
ἅμα	u--------	ἅμα	^3	
ἅμα	r--------	ἅμα	^3	
ἅμα	d--------	ἅμα	^3	
ἀμαθία	n-s---fd-	ἀμαθίον	^3	
ἁμαρτάνω	v1spia---	ἁμαρτάνω	^1^3^6	
ἀμαρτύρητος	a-s---mn-	ἀμαρτύρητος	^6	
ἄμαχος	a-s---mn-	ἄμαχος	^3	
ἄμαχος	a-s---fn-	ἄμαχος	^3	
ἀμήχανος	a-s---mn-	ἀμήχανος	^5	
ἀμήχανος	a-s---fn-	ἀμήχανος	^5	
ἀναμπλάκητος	a-s---mn-	ἀναμπλάκητος	^7	
ἄναξ	n-s---mn-	ἄναξ	^1	
ἄναξ	u--------	ἄναξ	^1	
ἄναξ	n-s---mv-	ἄναξ	^1	
ἀνάριθμος	a-s---fn-	ἀνάριθμος	^3	
ἄνασσα	n-s---fv-	ἄνασσα	^1^6	
ἄνασσα	u--------	ἄνασσα	^1^6	
ἄνασσα	n-s---fn-	ἄνασσα	^1^6	
ἀνάστασις	n-s---fn-	ἀνάστασις	^6	
ἀνάστατος	a-s---mn-	ἀνάστατος	^6	
ἄνατος	a-s---fn-	ἄνατος	_3	
ἄνατος	a-s---mn-	ἄνατος	_3	
ἄνεμος	n-s---mn-	ἄνεμος	^1	
ἀνήρ	n-s---mn-	ἀνήρ	^1	
ἀνήρ	u--------	ἀνήρ	^1	
ἀνίερος	a-s---fn-	ἀνίερος	^3	
ἀνόμματος	a-s---mg-	ἀνόμματος	^6	
ἀντάλλαγμα	n-s---nn-	ἀντάλλαγμα	^7	
ἀνταμείβομαι	v1spie---	ἀνταμείβω	^4	
ἀντίδικος	a-s---mn-	ἀντίδικος	^6	
ἄντικρυς	d--------	ἄντικρυς	^4^7	
ἀντίπαλος	a-s---mn-	ἀντίπαλος	^6	
ἀνυμέναιος	a-s---mn-	ἀνυμέναιος	^3	
ἄνυσις	n-s---fn-	ἄνυσις	^3	
ἄνωθεν	d--------	ἄνωθεν	^1	
ἄνωθεν	r--------	ἄνωθεν	^1	
ἀνώνυμος	a-s---mn-	ἀνώνυμος	^5	
ἀνώνυμος	a-s---fn-	ἀνώνυμος	^5	
ἄπαγε	v2spma---	ἀπάγω	^3	
ἀπαλέξαι	v2sasm---	ἀπαλέγω	^3	
ἀπαλλαγή	u--------	ἀπαλλαγή	^6	
ἀπαλλαγή	n-s---fn-	ἀπαλλαγή	^6	
ἁπανταχοῦ	d--------	ἁπανταχοῦ	^6	
ἅπας	a-s---mn-	ἅπας	_3	
ἀπέδιλος	v-sppamn-	ἀπέδιλοω	_5	
ἄπειρος	a-s---fn-	ἄπειρος	^1	
ἄπειρος	a-s---mn-	ἄπειρος	^1	
ἀπείρων	a-s---mn-	ἀπείρων	^1	
ἀπέρατος	a-s---mn-	ἀπέρατος	_5	
ἀπήνη	v3saip---	ἀπήνη	^1	
ἀπήνη	n-s---fn-	ἀπήνη	^1	
ἄπλατος	a-s---fn-	ἄπλατος	_4	
ἄποινα	u--------	ἄποινα	^1	
ἄποινα	n-p---na-	ἄποινα	^1	
ἀποτίβατος	a-s---fn-	ἀπρόσβατος	^7	
ἀπροφάσιστος	a-s---mn-	ἀπροφάσιστος	^6	
ἄπυρος	a-s---mn-	ἄπυρος	^3	
ἄρα	d--------	ἄρα	^3	
ἄρα	u--------	ἄρα	^3	
ἄρα	g--------	ἄρα	^3	
ἄρα	g--------	ἆρα	^3	
ἄρα	d--------	ἆρα	^3	
ἀραρότως	d--------	ἀραρότως	_3	
ἀραρότως	d--------	ἀραρότος	_3	
Ἀργαδῆς	n-s---mn-	Ἀργαδῆς	^4	
ἀρβύλη	n-s---fn-	ἀρβύλη	^4	
Ἄργος	n-s---nv-	ἄργος	^1	
Ἄργος	n-s---na-	ἄργος	^1	
Ἄργος	n-s---nn-	ἄργος	^1	
ἀργός	n-s---nn-	ἀργός	^1	
Ἄργος	u--------	Ἄργος	^1	
ἄργυρος	n-s---mn-	ἄργυρος	^4	
ἄρδην	d--------	ἄρδην	_1	
ἄρηξις	n-s---fn-	ἄρηξις	^1	
ἀριθμός	n-s---mn-	ἀριθμός	^1^3	
ἀριθμὸς	n-s---mn-	ἀριθμός	^1^3	
ἄρκυς	n-s---fn-	ἄρκυς	^4	
ἄρνυμαι	v1spie---	ἄρνυμαι	^4	
ἄρα	n-s---fg-	ἄρος	^3	
ἄρα	n-s---fn-	ἄρος	^3	
ἀρτίκολλος	a-s---mn-	ἀρτίκολλος	_4	
ἀρτίπους	n-s---mn-	ἀρτίπους	^4	
ἀρτίφρων	a-s---mn-	ἀρτίφρων	^4	
ἀρωγός	a-s---mn-	ἀρωγός	^1	
ἄσιτος	a-s---mn-	ἄσιτος	_3	
ἄσιτος	a-s---fn-	ἄσιτος	_3	
ἀσπιδηφόρος	a-s---mn-	ἀσπιδηφόρος	^4	
ἀσπιδοῦχος	a-s---mn-	ἀσπιδοῦχος	^4	
ἀστήρ	n-s---mn-	ἀστήρ	^1	
ἄστυ	n-s---nn-	ἄστυ	^4	
ἄστυ	n-s---nv-	ἄστυ	^4	
ἄστυ	n-s---na-	ἄστυ	^4	
ἄσυλος	a-s---mn-	ἄσυλος	_3	
ἀσφάλεια	n-s---fd-	ἀσφάλεια	^1^4^8	
ἄταφος	a-s---fn-	ἄταφος	^3	
ἄταφος	a-s---mn-	ἄταφος	^3	
ἄτερ	r--------	ἄτερ	^1	
ἄτερ	u--------	ἄτερ	^1	
ἅτερος	a-s---mn-	ἅτερος	^1	
ἀτίετος	a-s---mn-	ἀτίετος	^3	
ἄτιμος	a-s---mn-	ἄτιμος	_3	
ἄτιμος	a-s---fn-	ἄτιμος	_3	
ἀτρέμα	d--------	ἀτρέμας	^6	
αὐτανέψιος	a-s---mn-	αὐτανέψιος	^4	
αὐτίκα	d--------	αὐτίκα	^4^6	
αὐτόμαρτυς	a-s---mn-	αὐτόμαρτυς	^9	
αὐτόσσυτος	a-s---mn-	αὐτόσσυτος	^7	
ἄφαρ	d--------	ἄφαρ	^1^3	
ἀφασία	n-s---fd-	ἀφασία	^3	
ἀφασία	n-s---fn-	ἀφασία	^3	
ἄφατος	n-s---mn-	ἄφας	^3	
ἄφιλος	a-s---fn-	ἄφιλος	^3	
ἄφιλος	a-s---mn-	ἄφιλος	^3	
Ἀφροδίτη	n-s---fn-	ἀφροδίτη	_6	
ἄχαρις	a-s---mn-	ἄχαρις	^3	
ἀχάριστος	a-s---mn-	ἀχάριστος	^3	
ἄχος	n-s---nn-	ἄχος	^1	
ἄχος	n-s---na-	ἄχος	^1	
βάθος	u--------	βάθος	^2	
βάθος	n-s---na-	βάθος	^2	
βαθύς	a-s---mn-	βαθύς	^2^4	
βάλλω	v1spia---	βάλλω	^2	
βάρβαρος	a-s---fn-	βάρβαρος	^5	
βάρβαρος	a-s---mn-	βάρβαρος	^5	
βάρος	n-s---na-	βάρος	^2	
βάρος	n-s---nn-	βάρος	^2	
βάρος	u--------	βάρος	^2	
βαρύκοτος	a-s---fn-	βαρύκοτος	^2^4	
βαρυδότειρα	a-s---fn-	βαρυδότειρος	^2^4	
βαρύδικος	a-s---fn-	βαρύδικος	^6	
βαρυδότειρα	a-s---fn-	βαρυδότειρα	^2^4	
βαρύς	a-s---mn-	βαρύς	^2^4	
βαρύς	u--------	βαρύς	^2^4	
βασιλεία	n-s---fn-	βασιλεία	^2_8	
βασίλεια	n-s---fv-	βασίλεια	^2^8	
βασίλεια	n-s---fn-	βασίλεια	^2^8	
βασίλεια	u--------	βασίλεια	^2^8	
βασίλεια	n-p---nn-	βασίλειον	^2^8	
βασίλειον	a-s---na-	βασίλειος	^2	
βασίλειος	a-s---mn-	βασίλειος	^2	
βασιλεύς	n-s---mn-	βασιλεύς	^2^4	
βάσις	n-s---fn-	βάσις	^2	
βία	n-s---fd-	βία	^2_3	
βία	n-s---fn-	βία	^2_3	
βιαστέον	a-s---nn-	βιαστέος	^2	
βιόδωρος	a-s---mn-	βιόδωρος	^2	
βίος	n-s---mn-	βίος	^2	
βίοτος	n-s---mn-	βίοτος	^2	
βιωτός	n-s---mg-	βιωτός	^2	
βλάβη	u--------	βλάβη	^3	
βλάβη	n-s---fn-	βλάβη	^3	
βλάβη	n-s---fd-	βλάβη	^3	
βλάβος	n-s---na-	βλάβος	^3	
βλάβος	n-s---nn-	βλάβος	^3	
βλέφαρον	n-s---nv-	βλέφαρον	^5	
βλέφαρον	n-s---na-	βλέφαρον	^5	
βλέφαρον	n-s---nn-	βλέφαρον	^5	
βόαμα	n-s---na-	βόαμας	_3	
βόστρυχος	n-s---mn-	βόστρυχος	^6	
βούκρανος	a-s---mn-	βούκρανος	_6	
βραβεύς	v-sppamn-	βραβεύς	^3	
βραδύς	a-s---mn-	βραδύς	^3	
βραχίων	a-s---mnc	βραχίων	^3	
βραχίων	a-s---mv-	βραχίων	^3	
βυθός	n-s---mn-	βυθός	^2	
γα	n-p---na-	γα	^2	
γάγγαμον	n-s---ma-	γάγγαμος	^5	
γάλα	n-s---na-	γάλα	^2^4	
γάμος	n-s---mn-	γάμος	^2	
γάνος	n-s---na-	γάνος	^2	
γάνος	n-s---fg-	γάνος	^2	
γάνυμαι	v1spie---	γάνυμαι	^4	
γάνος	n-s---mg-	γάνος	^2	
γάρ	d--------	γάρ	^2	
γάρ	n-s---mn-	γάρ	^2	
γάρ	g--------	γάρ	^2	
γάρ	u--------	γάρ	^2	
γελαστής	v2spsa---	γελαστής	^4	
γέλασμα	n-s---nn-	γέλασμα	^4	
γέννα	n-s---fd-	γέννα	^5	
γέννα	n-s---fn-	γέννα	^5	
γένυς	n-s---fn-	γένυς	^4	
γέρας	n-s---nn-	γέρας	^4	
γέρας	u--------	γέρας	^4	
γέρας	n-s---na-	γέρας	^4	
γήρυμα	n-s---na-	γήρυμα	_4	
γιγνώσκω	v1spia---	γιγνώσκω	^2	
γλυκύς	a-s---mn-	γλυκύς	^3^5	
γνάθος	n-s---fn-	γνάθος	^3	
γόνυ	n-s---nn-	γόνυ	^4	
γόνυ	n-s---na-	γόνυ	^4	
γραφεύς	n-s---mn-	γραφεύς	^3	
γύαλον	n-s---na-	γύαλον	^3	
γύαλον	n-s---nv-	γύαλον	^3	
γυνή	n-s---fn-	γυνή	^2	
δαΐ	n-s---fd-	δαΐ	^2	
δαϊόφρων	a-s---fn-	δαϊόφρων	_2	
δακέθυμος	a-s---fn-	δακέθυμος	^2_6	
δάκρυ	u--------	δάκρυ	^2^5	
δάκρυ	n-s---na-	δάκρυον	^2^5	
δάκρυ	n-p---na-	δάκρυον	^2^5	
δάκρυ	n-s---nn-	δάκρυον	^2^5	
δακρυχέων	v-sppamn-	δακρυχέω	^5	
δάμαρ	n-s---fv-	δάμαρ	^2^4	
δάμαρ	n-s---fn-	δάμαρ	^2^4	
Δαναοί	n-p---mv-	δαναοί	^2	
δαπάνα	n-p---na-	δαπάνον	^2^4	
Δαρειογενής	a-s---mn-	Δαρειογενής	_2	
Δαρεῖος	n-s---mn-	δαρεῖος	_2	
Δαρεῖος	a-s---mn-	δαρεῖος	_2	
δέκα	a--------	δέκα	^4	
δέκα	m--------	δέκα	^4	
διάλυσις	n-s---fn-	διάλυσις	^5	
διάνδιχα	d--------	διάνδιχα	^6	
διάνοια	n-s---fn-	διάνοια	^7	
διαπρύσιος	a-s---mn-	διαπρύσιος	^6	
δίβαμος	a-s---mn-	δίβαμος	_4	
διδάσκαλος	n-s---mn-	διδάσκαλος	^2^4^7	
δίδωμι	v1spia---	δίδωμι	^2	
δικαία	a-p---na-	δίκαιος	^2	
δίκαιος	a-s---mn-	δίκαιος	^2	
δίκη	n-s---fd-	δίκη	^2	
δίκη	u--------	δίκη	^2	
δίκη	n-s---fn-	δίκη	^2	
δίκτυον	n-s---na-	δίκτυον	^5	
διόδους	n-p---fa-	διόδους	^2	
Διόθεν	d--------	διόθεν	^2	
Διόνυσος	n-s---mn-	Διόνυσος	^2_5	
Διόσκοροι	a-p---fn-	Διόσκορος	^2	
Διόσκοροι	n-p---mn-	Διόσκορος	^2	
δίπαλτος	a-s---mn-	δίπαλτος	^2	
δίπτυχος	a-s---fn-	δίπτυχος	^5	
δίχα	r--------	δίχα	^2^4	
δίχα	d--------	δίχα	^2^4	
διχόθεν	d--------	διχόθεν	^2	
διχήρης	a-s---fn-	διχήρης	^2	
διώδυνος	a-s---mn-	διώδυνος	^5	
δολιόπους	a-s---mn-	δολιόπους	^4	
δόκιμος	a-s---mn-	δόκιμος	^4	
δόξα	n-s---fn-	δόξα	^4	
δοριθήρατος	a-s---fn-	δοριθήρατος	^4_8	
δοριάλωτος	a-s---fn-	δοριάλωτος	^4	
δορίκτητος	n-s---fg-	δορίκτης	^4	
δορίμαργος	n-s---fg-	δορίμαργος	^4	
δορίληπτος	a-s---mn-	δορίληπτος	^4	
δρακών	n-s---mn-	δρακών	^3	
δράκων	n-s---mn-	δράκων	^3	
δραμεῖν	v--pna---	δραμέω	^3	
δραμοῦμαι	v1spie---	δραμοῦμαι	^3	
δραπέτης	n-s---mn-	δραπέτης	_3	
δρυμός	n-s---mn-	δρυμός	_3	
δύη	n-s---fn-	δύη	^2	
δύναμαι	v1spie---	δύναμαι	^2^4	
δύναμις	n-s---fn-	δύναμις	^2^4^6	
δύνασις	n-s---fn-	δύνασις	^4	
δυνατός	a-s---mn-	δυνατός	^2^4	
δυσαίων	a-p---mg-	δυσαῖος	^2	
δυσάλγητος	a-s---mn-	δυσάλγητος	^2	
δυσάλωτος	a-s---mn-	δυσάλωτος	^2^4	
δύσβατος	a-s---fn-	δύσβατος	^2^5	
δυσείματος	n-s---ng-	δυσεῖμα	^2^7	
δύσελπις	a-s---fn-	δύσελπις	^2	
δύσθυμος	a-s---fn-	δύσθυμος	^2_5	
δυσκάθαρτος	a-s---mn-	δυσκάθαρτος	^2	
δυσίατος	a-s---fn-	δυσίατος	^2_4_5	
δυσκέλαδος	a-s---fn-	δυσκέλαδος	^7	
δυσμαχητέον	a-s---nn-	δυσμαχητέος	^5	
δυσοίζω	v1spia---	δυσοίζω	^2	
δυσόμιλος	a-s---fn-	δυσόμιλος	^2	
δύσορνις	n-s---fn-	δύσορνις	^2	
δύσορμος	a-s---fn-	δύσορμος	^2	
δύσοργος	a-s---mn-	δύσοργος	^2	
δυσπάλαιστος	a-s---mn-	δυσπάλαιστος	^5	
δυσπρόσιτος	a-s---mn-	δυσπρόσιτος	^8	
δυστάλας	a-p---ma-	δυστάλας	_7	
δυστάλας	---------	δυστάλες	_7	
δύστανος	a-s---mn-	δύστανος	_5	
δύστανος	a-s---fv-	δύστηνος	_5	
δύστανος	a-s---mn-	δύστηνος	_5	
δύστανος	a-s---fn-	δύστηνος	_5	
δυστράπελος	a-s---mn-	δυστράπελος	^6	
δυστυχής	u--------	δυστυχής	^5	
δυστυχής	a-s---mn-	δυστυχής	^5	
δυστυχία	u--------	δυστυχία	^5	
δυστυχία	n-s---fn-	δυστυχία	^5	
δυσώδης	a-s---mn-	δυσώδης	^2	
δυσώνυμος	a-s---mn-	δυσώνυμος	^2^6	
δωδέκατος	a-s---mn-	δωδέκατος	^6	
ἔα	v2spma---	ἔα	_2	
ἅτερος	a-s---mn-	ἐἅτερος	^1	
ἐατέος	a-s---mn-	ἐατέος	_2	
ἔα	v3spia---	ἐάω	_2	
ἔα	v2spma---	ἐάω	_2	
ἐγγύς	d--------	ἐγγύς	^4	
ἐγγύς	r--------	ἐγγύς	^4	
ἔδρακον	v1siia---	ἔδρακον	^4	
ἕδρανον	n-s---na-	ἕδρανω	^4	
ἔα	a-p---nn-	εἰμί	_2	
ἴθι	v2spma---	εἶμι	^3	
εἰσάγω	v1spia---	εἰσάγω	^4	
εἰσόπιν	n-s---fa-	εἰσόπι	^6	
ἕκαθεν	d--------	ἕκαθεν	^3	
ἔκβασις	n-s---fn-	ἔκβασις	^4	
ἔκδικος	a-s---mn-	ἔκδικος	^4	
ἕκατι	r--------	ἕκητι	_3	
ἕκατι	d--------	ἕκητι	_3	
ἔκκριτος	a-s---mn-	ἔκκριτος	^5	
ἐκπέραμα	n-s---na-	ἐκπέραμα	_6	
ἔκριν	v3siia---	ἔκριν	_4	
ἐκτάδην	d--------	ἐκτάδαν	^4	
ἐκτάδην	d--------	ἐκτάδη	^4	
ἐλάτης	n-s---fg-	ἐλάτη	^3	
ἔλαφος	n-s---fn-	ἔλαφος	^3	
ἔμβα	a-p---na-	ἔμβα	_4	
ἐμβιβάζω	v1spia---	ἐμβιβάζω	^4	
ἔμπας	d--------	ἔμπας	_4	
ἔμπαλιν	d--------	ἔμπαλιν	^4	
ἔμπυρος	a-s---mn-	ἔμπυρος	^4	
ἐμφανής	a-s---mn-	ἐμφανής	^4	
ἐμφανής	a-s---fn-	ἐμφανής	^4	
ἔμψυχος	a-s---fn-	ἔμψυχος	_4	
ἔνατος	a-s---mn-	ἔνατος	^3	
ἔνδικος	a-s---fn-	ἔνδικος	^4	
ἔνδικος	a-s---mn-	ἔνδικος	^4	
ἔνθα	d--------	ἔνθα	^4	
ἐνθάκησις	n-s---fn-	ἐνθάκησις	_4	
ἔνθαπερ	d--------	ἔνθαπερ	^4	
ἐννέα	m--------	ἐννέα	^5	
ἐννύχιος	a-s---mn-	ἐννύχιος	^4	
ἔννυχος	a-s---fn-	ἔννυχος	^4	
ἔννυχος	a-s---mn-	ἔννυχος	^4	
ἐνιδεῖν	v--ana---	ἐνοράω	^3	
ἔντιμος	a-s---fn-	ἔντιμος	_4	
ἔντιμος	a-s---mn-	ἔντιμος	_4	
Ἐνυάλιος	n-s---mn-	ἐνυάλιος	_3^4	
Ἐνυώ	v1spia---	Ἐνυώ	_3	
ἐξακοντίζω	v1spia---	ἐξακοντίζω	^3	
ἐξόμιλος	n-s---fn-	ἐξόμιλος	_5	
ἐξύφασμα	n-s---na-	ἐξύφασμα	^3	
ἔπαθον	v1siia---	ἔπαθον	^3	
ἐπαΐω	v1spia---	ἐπαίω	_3	
ἐπακούω	v1spia---	ἐπακούω	^3	
ἐπαρωγός	n-s---mn-	ἐπαρωγός	^3	
Ἔπαφος	a-s---mn-	Ἔπαφος	^3	
ἐπενδίδωμι	v1spia---	ἐπενδγίδωμι	^6	
ἐπιδεῖν	v--pna---	ἐπιδάω	^3	
ἐπίκρανον	a-s---na-	ἐπίκρανος	_6	
ἐπίσσυτος	a-s---mn-	ἐπίσσυτος	^6	
ἐπίσταμαι	v1spie---	ἐπίσταμαι	^6	
ἐπιστάτης	n-s---mn-	ἐπιστάτης	^6	
ἑπτά	m--------	ἑπτά	^4	
ἐπώνυμος	a-s---mn-	ἐπώνυμος	^5	
ἐπώνυμος	a-s---fn-	ἐπώνυμος	^5	
ἔραται	v3spie---	ἔραμαι	_3	
ἔραμαι	v1spie---	ἔραμαι	^3	
ἐργαστέον	a-s---nn-	ἐργαστέος	^4	
ἐρίδματος	n-s---ng-	ἐρίδμα	_6	
Ἐρινύς	n-s---fn-	ἐρινύς	_3	
ἐρύθημα	n-s---na-	ἐρύθημα	^3	
ἔρυμα	n-s---na-	ἔρυμα	^3	
ἤλυθον	v3paia---	ἔρχομαι	^3	
ἤλυθον	v1saia---	ἔρχομαι	^3	
ἕστακα	v1sria---	ἕστακα	^4	
ἔσχατος	a-s---mn-	ἔσχατος	^4	
ἐτήτυμος	a-s---fn-	ἐτήτυμος	^5	
ἐτήτυμος	a-s---mn-	ἐτήτυμος	^5	
ἔτυμος	a-s---mn-	ἔτυμος	^3	
ἔτυμος	a-s---mg-	ἔτυμος	^3	
εὔβατος	a-s---mn-	εὔβατος	^4	
εὐθήρατος	a-s---mn-	εὐθήρατος	_6	
εὔτριχος	a-s---fg-	εὔθριξ	^5	
εὔθυνος	a-s---mn-	εὔθυνος	_4	
εὐκέλαδος	n-s---fg-	εὐκέλας	^6	
εὐνατήριον	a-s---na-	εὐνατήριος	_4	
εὔπατρις	n-s----n-	εὔπατρις	^4	
εὐπιθής	n-s---fg-	εὐπιθής	^4	
εὔρις	v-sapamn-	εὔρις	_4	
εὔρινος	a-s---mn-	εὔρινος	_4	
εὔτυκος	a-s---mn-	εὔτυκος	^4	
εὐτυχία	n-s---fn-	εὐτυχία	^4^6_7	
εὔχαρις	v3spia---	εὔχαρις	^4^6	
