lemma	tag	token	macron	source	
χρονίας	a-p---fa-	χρονίας	_6	
χρυσέας	a-s---fg-	χρύσεος	_6	
χρυσέας	a-p---fa-	χρύσεος	_6	
χρυσοκόμας	a-s---mn-	χρυσοκόμας	_9	
χρυσομίτραν	n-s---ma-	χρυσομίτρας	_10	
χὐμῖν	n-s---fn-	χὐμῖα	_4	
χώρας	n-s---fg-	χώρα	_4	
Χώρας	n-s---fg-	χώρα		
χωρίσας	v-sapamn-	χωρίζω	_6	
ψαμμίας	n-p---fa-	ψαμμία	_6	
ψαύσας	v-sapamn-	ψαύω	_2	
ψαφαρᾷ	n-s---fa-	ψαφαρᾷ	_6	
ψεύσας	v-sapamn-	ψεύω	_5	
ψυχᾶι	n-p---fn-	ψυχᾶ	_4	
ψυχᾶι	n-p---fv-	ψυχᾶ	_4	
ψυχᾶι	n-p---fn-	ψυχᾶι	_4	
ψυχᾶς	u--------	ψυχᾶς	_4	
ψυχᾷ	n-s---fd-	ψυχή	_4	
ψυχάς	n-p---fa-	ψυχή	_4	
ψυχὰς	n-p---fa-	ψυχή	_4	
ψυχᾶς	n-p---fa-	ψυχή	_4	
ψυχᾶς	n-s---fg-	ψυχή	_4	
ᾠδάς	n-p---fa-	ᾠδάς	_3	
ὠιδάς	n-p---fa-	ὠιδάς	_4	
ὠιδάς	n-p---fa-	ὠιδάς	_4	
ὠιδὰς	n-p---fa-	ὠιδὰς	_4	
ὠινωμένας	v-prpefa-	ὠινωμένας	_8	
ὠκιστᾶν	v3paia---	ὠκιστᾶν	_6	
ὠκυπέτᾳ	a-p---na-	ὠκυπέτᾳ	_7	
ὠλένας	n-p---fa-	ὠλένη	_5	
ὥρας	n-p---fa-	ὥρα	_3	
ὥρας	n-s---fg-	ὥρα	_3	
ὠφελήσας	v-sapamn-	ὠφελάω	_7	
